t_Brand,t_Phone,t_Network,t_Network_2G_bands,t_Network_3G_bands,t_Network_4G_bands,t_Network_5G_bands,t_Network_Speed,t_Network_GPRS,t_Network_EDGE,t_Launch_Announced,t_Launch_Status,t_Body_Dimensions,t_Body_Weight,t_Body_SIM,t_Display_Type,t_Display_Size,t_Display_Resolution,t_Display_Protection,t_Platform_OS,t_Platform_Chipset,t_Platform_CPU,t_Platform_GPU,t_Memory_Card_slot,t_Internal_capacity,t_Internal,t_Battery,t_Price,t_Colors,t_Bluetooth,t_WLAN,t_Sensors,t_Loudspeaker,t_3.5mm_jack
Asus203,ROG Phone 6 Pro,GSM / CDMA / HSPA / LTE / 5G,CDMA 800,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48 - Version B","1, 3, 5, 8, 28, 41, 77, 78, 79 - Version B","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2024/210 Mbps, 5G",,,"2022, July 05","Available. Released 2022, July 13",173 x 77 x 10.3 mm (6.81 x 3.03 x 0.41 in),239 g (8.43 oz),"IPX4 water resistant2"" OLED display (on the back)Pressure sensitive zones (Gaming triggers)","AMOLED, 1B colors, 165Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.2% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 12, upgradable to Android 13",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,512GB 18GB RAM,UFS 3.1NTFS support for external storage,"Li-Po 6000 mAh, non-removable","$ 2,171.00 / € 749.85",Storm White,"5.2, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with stereo speakers (2 amplifiers)",32-bit/384kHz Hi-Res audioSnapdragon Sound
Asus203,ROG Phone 6,GSM / CDMA / HSPA / LTE / 5G,CDMA 800,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Version B,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 42, 48 - Version C","1, 3, 5, 8, 28, 41, 77, 78, 79 SA/NSA/Sub6 - Version C","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2024/210 Mbps, 5G",,,"2022, July 05","Available. Released 2022, July 13",173 x 77 x 10.3 mm (6.81 x 3.03 x 0.41 in),239 g (8.43 oz),IPX4 water resistantIlluminated RGB logo (on the back)Pressure sensitive zones (Gaming triggers),"AMOLED, 1B colors, 165Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.2% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 12, upgradable to Android 13",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",UFS 3.1NTFS support for external storage,"Li-Po 6000 mAh, non-removable",$ 489.00 / € 685.28 / £ 617.88,"Phantom Black, Storm White","5.2, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with stereo speakers (2 amplifiers)",32-bit/384kHz Hi-Res audioSnapdragon Sound
Asus203,ROG Phone 5s Pro,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71","1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 71, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 1400/150 Mbps, 5G 4 Gbps DL",,,"2021, August 16","Available. Released 2021, August 24",172.8 x 77.3 x 9.9 mm (6.80 x 3.04 x 0.39 in),238 g (8.40 oz),Pressure sensitive zones (Gaming triggers)Touch sensor; ROG Vision monochrome PMOLED display (on the back),"AMOLED, 1B colors, 144Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.0% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 11, ROG UI",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,512GB 18GB RAM,UFS 3.1,"Li-Po 6000 mAh, non-removable",About 2000 EUR,Matte White,"5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with stereo speakers (2 amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,ROG Phone 5s,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1800 / 1900 / 2100 / 1700 - Version 2, Version 3","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48 - Version 3","2, 3, 5, 7, 12, 20, 25, 28, 38, 40, 66, 71, 77, 78, 79 SA/NSA - Version 4","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 1400/150 Mbps, 5G 4 Gbps DL",,,"2021, August 16","Available. Released 2021, August 26",172.8 x 77.3 x 9.9 mm (6.80 x 3.04 x 0.39 in),238 g (8.40 oz),RGB light panel (on the back)Pressure sensitive zones (Gaming triggers),"AMOLED, 1B colors, 144Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.0% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 11, upgradable to Android 12, ROG UI",Qualcomm SM8350 Snapdragon 888+ 5G (5 nm),Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 512GB 18GB RAM",UFS 3.1,"Li-Po 6000 mAh, non-removable",About 1030 EUR,"Phantom Black, Storm White","5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with stereo speakers (2 amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,Smartphone for Snapdragon Insiders,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 43, 46, 48, 66, 71","1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 18, 20, 21, 25, 26, 28, 30, 38, 40, 41, 42, 43, 46, 48, 66, 71, 77, 78, 79, 257, 258, 260, 261 SA/NSA/Sub6/mmWave","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G",,,"2021, July 08","Available. Released 2021, August 31",173.2 x 77.3 x 9.6 mm (6.82 x 3.04 x 0.38 in),210 g (7.41 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, 144Hz, HDR10+, 800 nits (HBM), 1200 nits (peak)","6.78 inches, 109.5 cm2(~81.8% screen-to-body ratio)",1080 x 2400 pixels (~395 ppi density),Always-on display,Android 11,Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,512GB 16GB RAM,UFS 3.1,"Li-Po 4000 mAh, non-removable",About 1270 EUR,Midnight blue,"5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct",Illuminated Snapdragon fireball icon on the back,"Yes, with stereo speakers",Snapdragon Sound Technology32-bit/384kHz Hi-Res audio
Asus203,Zenfone 8 Flip,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42","1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 77, 78, 77, 78 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G",,,"2021, May 12","Available. Released 2021, May 13",165 x 77.3 x 9.6 mm (6.50 x 3.04 x 0.38 in),230 g (8.11 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, 90Hz, HDR10+, 700 nits (HBM), 1000 nits (peak)","6.67 inches, 107.4 cm2(~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Always-on display,"Android 11, upgradable to Android 13",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"Li-Po 5000 mAh, non-removable",About 380 EUR,"Galactic Black, Glacier Silver","5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",24-bit/192kHz Hi-Res audio
Asus203,Zenfone 8,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 30, 34, 38, 39, 40, 41, 42, 66, 71 - USA","1, 2, 3, 5, 7, 8, 12, 20, 25, 38, 40, 66, 71, 77, 78 SA/NSA - USA","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat20 2000/150 Mbps, 5G",,,"2021, May 12","Available. Released 2021, May 13",148 x 68.5 x 8.9 mm (5.83 x 2.70 x 0.35 in),169 g (5.96 oz),IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED, 120Hz, HDR10+, 700 nits (HBM), 1100 nits (peak)","5.9 inches, 84.0 cm2(~82.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~446 ppi density)",Always-on display,"Android 11, upgradable to Android 13",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM",UFS 3.1,"Li-Po 4000 mAh, non-removable",$ 349.99 / € 402.50 / £ 399.99,"Obsidian Black, Horizon Silver","5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",32-bit/384kHz Hi-Res audio
Asus203,ROG Phone 5 Ultimate,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71","1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 71, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 1400/150 Mbps, 5G 4 Gbps DL",,,"2021, March 10","Available. Released 2021, June 07",172.8 x 77.3 x 10.3 mm (6.80 x 3.04 x 0.41 in),238 g (8.40 oz),Pressure sensitive zones (Gaming triggers)Touch sensor; ROG Vision monochrome PMOLED display (on the back),"AMOLED, 1B colors, 144Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.0% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 11, ROG UI",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,512GB 18GB RAM,UFS 3.1,"Li-Po 6000 mAh, non-removable",About 1300 EUR,Matte White,"5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with DTS:X stereo speakers (2 dedicated amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,ROG Phone 5 Pro,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71","1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 71, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 1400/150 Mbps, 5G 4 Gbps DL",,,"2021, March 10","Available. Released 2021, July 02",172.8 x 77.3 x 10.3 mm (6.80 x 3.04 x 0.41 in),238 g (8.40 oz),Pressure sensitive zones (Gaming triggers)Touch sensor; ROG Vision color PMOLED display (on the back),"AMOLED, 1B colors, 144Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.0% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 11, ROG UI",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,512GB 16GB RAM,UFS 3.1,"Li-Po 6000 mAh, non-removable",About 680 EUR,Glossy Black,"5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with DTS:X stereo speakers (2 dedicated amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,ROG Phone 5,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1800 / 1900 / 2100 / 1700 - Version 2, Version 3","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48 - Version 2, Version 3","1, 3, 7, 8, 20, 28, 38, 41, 77, 78, 79 SA/NSA - Version 2, Version 3","HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 1400/150 Mbps, 5G 4 Gbps DL",,,"2021, March 10","Available. Released 2021, April 26",172.8 x 77.3 x 10.3 mm (6.80 x 3.04 x 0.41 in),238 g (8.40 oz),RGB light panel (on the back)Pressure sensitive zones (Gaming triggers),"AMOLED, 1B colors, 144Hz, HDR10+, 800 nits (typ), 1200 nits (peak)","6.78 inches, 109.5 cm2(~82.0% screen-to-body ratio)",1080 x 2448 pixels (~395 ppi density),Corning Gorilla Glass Victus,"Android 11, upgradable to Android 12, ROG UI",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 256GB 16GB RAM",UFS 3.1,"Li-Po 6000 mAh, non-removable","$ 589.00 / € 649.00 / £ 899.00 / ₹ 36,900","Phantom Black, Storm White","5.2, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with DTS:X stereo speakers (2 dedicated amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,Zenfone 7 Pro,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40, 41","1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 77, 78 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat19 1800/150 Mbps, 5G 3.6 Gbps DL",,,"2020, August 26","Available. Released 2020, September 01",165.1 x 77.3 x 9.6 mm (6.5 x 3.04 x 0.38 in),230 g (8.11 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED , 90Hz, HDR10+, 700 nits (HBM)","6.67 inches, 107.4 cm2(~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 6,"Android 10, upgradable to Android 12, ZenUI",Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),Octa-core (1x3.10 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,microSDXC (dedicated slot),256GB 8GB RAM,UFS 3.1,"Li-Po 5000 mAh, non-removable",About 670 EUR,"Aurora Black, Pastel White","5.0, A2DP, LE, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",24-bit/192kHz Hi-Res audio
Asus203,Zenfone 7,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40, 41","1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 77, 78 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat19 1800/150 Mbps, 5G 3.6 Gbps DL",,,"2020, August 26","Available. Released 2020, September 01",165.1 x 77.3 x 9.6 mm (6.5 x 3.04 x 0.38 in),230 g (8.11 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, 90Hz, HDR10+, 700 nits (HBM)","6.67 inches, 107.4 cm2(~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 6,"Android 10, upgradable to Android 12, ZenUI",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM",UFS 3.1,"Li-Po 5000 mAh, non-removable",About 910 EUR,"Aurora Black, Pastel White","5.0, A2DP, LE, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",24-bit/192kHz Hi-Res audio
Asus203,ROG Phone 3,GSM / CDMA / HSPA / LTE / 5G,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - B version,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41 - B version","41, 77, 78, 79 SA/NSA - B version","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/150 Mbps, 5G 4.4 Gbps DL",,,"2020, July 22","Available. Released 2020, July 23",171 x 78 x 9.9 mm (6.73 x 3.07 x 0.39 in),240 g (8.47 oz),RGB light panel (on the back)Pressure sensitive zones (Gaming triggers),"AMOLED, 1B colors, 144Hz, HDR10+, 650 nits (typ)","6.59 inches, 106.6 cm2(~79.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",Corning Gorilla Glass 6,"Android 10, upgradable to Android 12, ROG UI",Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),Octa-core (1x3.10 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",UFS 3.1,"Li-Po 6000 mAh, non-removable",About 650 EUR,Black Glare,"5.1, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with DTS:X stereo speakers (2 dedicated amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,ROG Phone 3 Strix,GSM / CDMA / HSPA / LTE / 5G,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41","41, 77, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/150 Mbps, 5G 4.0 Gbps DL",,,"2020, July 22","Available. Released 2020, July 23",171 x 78 x 9.9 mm (6.73 x 3.07 x 0.39 in),240 g (8.47 oz),RGB light panel (on the back)Pressure sensitive zones (Gaming triggers),"AMOLED, 1B colors, 144Hz, HDR10+, 650 nits (typ)","6.59 inches, 106.6 cm2(~79.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",Corning Gorilla Glass 6,"Android 10, ROG UI",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 128GB 12GB RAM, 256GB 8GB RAM",UFS 3.1,"Li-Po 6000 mAh, non-removable",About 1400 EUR,Black Glare,"5.1, A2DP, LE, aptX HD, aptX Adaptive","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with DTS:X stereo speakers (2 dedicated amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,ROG Phone II ZS660KL,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 28, 29, 32, 34, 38, 39, 40, 41, 46",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 (Cat20 Ultimate edition) 1200/150 Mbps",,,"2019, July 22","Available. Released 2019, September",171 x 77.6 x 9.5 mm (6.73 x 3.06 x 0.37 in),240 g (8.47 oz),RGB light panel (on the back),"AMOLED, 1B colors, 120Hz, HDR10","6.59 inches, 106.6 cm2(~80.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",Corning Gorilla Glass 6,"Android 9.0 (Pie), ROG UI",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"128GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM",UFS 3.0,"Li-Po 6000 mAh, non-removable",About 1070 EUR,"Matte Black, Glossy Black","5.0, A2DP, LE, aptX HD","Wi-Fi 802.11 a/b/g/n/ac/ad, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Yes, with DTS:X stereo speakers (2 dedicated amplifiers)",24-bit/192kHz Hi-Res audio
Asus203,Zenfone 6 ZS630KL,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - B version, C version","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 28, 38, 39, 41, 46 - C version",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps",,,"2019, May 16","Available. Released 2019, May",159.1 x 75.4 x 9.2 mm (6.26 x 2.97 x 0.36 in),190 g (6.70 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, HDR10","6.4 inches, 100.5 cm2(~83.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass 6,"Android 9.0 (Pie), upgradable to Android 11, ZenUI",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM, 512GB 12GB RAM",UFS 2.1,"Li-Po 5000 mAh, non-removable",About 500 EUR,"Midnight Black, Twilight Silver","5.0, A2DP, LE, aptX HD","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",24-bit/192kHz Hi-Res audio
Asus203,ZenFone Live (L2),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - D version,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18 - D version",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2019, April","Available. Released 2019, May",147.3 x 71.8 x 8.2 mm (5.80 x 2.83 x 0.32 in),140 g (4.94 oz),"Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 78.1 cm2(~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,"Android 8.0 Oreo (Go edition), ZenUI 5",Qualcomm MSM8917 Snapdragon 425 (28 nm)Qualcomm MSM8937 Snapdragon 430 (28 nm),Quad-core 1.4 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53,Adreno 308Adreno 505,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",eMMC 5.1,"Li-Ion 3000 mAh, non-removable",,"Rocket Red, Cosmic Blue","4.0, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Accelerometer, gyro, proximity, compass",Yes,Yes
